observability,line_conditioned,line,terminal_side,fold,n_relays,n_channels,n_episodes_test,n_windows_test,mae,rmse,experiment,model,selected_relays,uses_faulted_line_for_input_selection,deployment_interpretation
single_ended,True,Line_2_3_a,b,4,1,6,633,5697,0.1761496812105178,0.2272648448281586,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03A,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,0,1,6,268,2412,0.1811733990907669,0.2257415515490022,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,1,1,6,268,2412,0.1963928788900375,0.2363097207335507,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,2,1,6,268,2412,0.1897945702075958,0.2400008283665388,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,3,1,6,267,2403,0.1812735497951507,0.225406757220363,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
single_ended,True,Line_2_3_b,b,4,1,6,267,2403,0.1900653839111328,0.2320504466377814,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,0,8,48,639,5751,0.0777541175484657,0.1039478706237179,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,1,8,48,638,5742,0.081503115594387,0.1080884194649191,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,2,8,48,638,5742,0.0787855982780456,0.1056385351430487,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,3,8,48,638,5742,0.0825556963682174,0.1112362541120921,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_a,,4,8,48,638,5742,0.0871130749583244,0.1141753184200087,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,0,8,48,266,2394,0.092597059905529,0.1243604788677898,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,1,8,48,266,2394,0.0958739891648292,0.1249266088625355,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,2,8,48,266,2394,0.0839949250221252,0.1100269116324015,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,3,8,48,265,2385,0.088272213935852,0.1213098182671696,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_1_2_b,,4,8,48,265,2385,0.0828681588172912,0.1105754783276439,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,0,8,48,633,5697,0.0860845148563385,0.1187426651082227,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,1,8,48,633,5697,0.0864024981856346,0.1159844234522466,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,2,8,48,633,5697,0.0871401876211166,0.1185286705466575,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,3,8,48,633,5697,0.0891538262367248,0.1171377553263938,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_a,,4,8,48,633,5697,0.0897778272628784,0.1178924299459647,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,0,8,48,268,2412,0.094042956829071,0.1221575387211915,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,1,8,48,268,2412,0.1026910319924354,0.1343901489833938,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,2,8,48,268,2412,0.108795017004013,0.1390943003309132,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,3,8,48,267,2403,0.0973327234387397,0.1316541902474705,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
full_line_conditioned,True,Line_2_3_b,,4,8,48,267,2403,0.0892263874411583,0.1151756120628445,reduced_observability_fl_50ms,inceptiontime_regressor,Bus_1_Line_01_02A;Bus_1_Line_01_02B;Bus_2_Line_01_02A;Bus_2_Line_01_02B;Bus_2_Line_02_03A;Bus_2_Line_02_03B;Bus_3_Line_02_03A;Bus_3_Line_02_03B,True,conditional_on_fault_line_identification
